seed,width,depth,rounding,bits,final_train_acc,final_test_acc,best_test_acc,final_loss
999,64,8,ceil,8,0.9818750023841858,0.9524999856948853,0.9674999713897705,0.12279776483774185
999,64,8,ceil,4,0.7006250023841858,0.6875,0.7825000286102295,0.6213803291320801
999,64,10,nearest,8,0.9887499809265137,0.9574999809265137,0.9750000238418579,0.12380839139223099
999,64,10,nearest,4,0.8456249833106995,0.8374999761581421,0.8349999785423279,0.36391133069992065
999,64,10,floor,8,0.9887499809265137,0.9700000286102295,0.9674999713897705,0.1210695281624794
999,64,10,floor,4,0.856249988079071,0.8324999809265137,0.8475000262260437,0.34831663966178894
999,64,10,ceil,8,0.953125,0.9449999928474426,0.9474999904632568,0.22178025543689728
999,64,10,ceil,4,0.8774999976158142,0.8650000095367432,0.8774999976158142,0.3949654698371887
999,128,2,nearest,8,0.859375,0.7300000190734863,0.7350000143051147,0.44476982951164246
999,128,2,nearest,4,0.9481250047683716,0.9049999713897705,0.9225000143051147,0.27039799094200134
999,128,2,floor,8,0.8450000286102295,0.7250000238418579,0.7350000143051147,0.45122501254081726
999,128,2,floor,4,0.9574999809265137,0.9300000071525574,0.9300000071525574,0.17703790962696075
999,128,2,ceil,8,0.8831250071525574,0.7900000214576721,0.7825000286102295,0.4118134677410126
999,128,2,ceil,4,0.9456250071525574,0.8974999785423279,0.925000011920929,0.25099146366119385
999,128,4,nearest,8,0.9906250238418579,0.9725000262260437,0.9750000238418579,0.08533776551485062
999,128,4,nearest,4,0.9125000238418579,0.8675000071525574,0.9125000238418579,0.3804267644882202
999,128,4,floor,8,0.9900000095367432,0.9700000286102295,0.9775000214576721,0.08279271423816681
999,128,4,floor,4,0.9418749809265137,0.8974999785423279,0.9125000238418579,0.29315510392189026
999,128,4,ceil,8,0.9893749952316284,0.9750000238418579,0.9775000214576721,0.0734536424279213
999,128,4,ceil,4,0.9231250286102295,0.8774999976158142,0.8999999761581421,0.3045906722545624
999,128,6,nearest,8,0.9862499833106995,0.9674999713897705,0.9800000190734863,0.13509096205234528
999,128,6,nearest,4,0.8931249976158142,0.8924999833106995,0.8949999809265137,0.3072170913219452
999,128,6,floor,8,0.9881250262260437,0.9549999833106995,0.9750000238418579,0.11081000417470932
999,128,6,floor,4,0.9287499785423279,0.8974999785423279,0.9200000166893005,0.29042068123817444
999,128,6,ceil,8,0.9912499785423279,0.9599999785423279,0.9725000262260437,0.10422683507204056
999,128,6,ceil,4,0.8868749737739563,0.8450000286102295,0.875,0.35273200273513794
999,128,8,nearest,8,0.9900000095367432,0.9725000262260437,0.9674999713897705,0.12268973141908646
999,128,8,nearest,4,0.6637499928474426,0.6625000238418579,0.8274999856948853,0.549728274345398
999,128,8,floor,8,0.9887499809265137,0.9624999761581421,0.9775000214576721,0.11948659271001816
999,128,8,floor,4,0.8949999809265137,0.8475000262260437,0.8849999904632568,0.36790189146995544
999,128,8,ceil,8,0.9893749952316284,0.9599999785423279,0.9750000238418579,0.13380014896392822
999,128,8,ceil,4,0.8899999856948853,0.8500000238418579,0.8675000071525574,0.5431487560272217
999,128,10,nearest,8,0.9850000143051147,0.9649999737739563,0.9725000262260437,0.133830726146698
999,128,10,nearest,4,0.8500000238418579,0.8349999785423279,0.8924999833106995,0.33183610439300537
999,128,10,floor,8,0.9506250023841858,0.9024999737739563,0.9574999809265137,0.4246698319911957
999,128,10,floor,4,0.9012500047683716,0.8575000166893005,0.8700000047683716,0.3253963589668274
999,128,10,ceil,8,0.9887499809265137,0.9549999833106995,0.9624999761581421,0.25955677032470703
999,128,10,ceil,4,0.8531249761581421,0.8025000095367432,0.8450000286102295,0.4331580698490143
